"Reporting starts","Reporting ends","Campaign name",Age,Gender,"Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (VND)",Impressions,Reach,Ends,"Attribution setting","Total messaging contacts","New messaging contacts","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (VND)","Messaging conversations started","Cost per messaging conversation started (VND)","Clicks (all)"
2026-02-01,2026-03-01,hocboianh,25-34,male,inactive,,,,170000,Daily,2962,78,66,Ongoing,"7-day click or 1-day view",,,,,,,,5
2026-02-01,2026-03-01,hocboianh,35-44,female,inactive,,,,170000,Daily,19619,318,269,Ongoing,"7-day click or 1-day view",,,,,,,,5
2026-02-01,2026-03-01,hocboianh,35-44,male,inactive,,,,170000,Daily,9891,117,97,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,hocboianh,35-44,unknown,inactive,,,,170000,Daily,174,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,hocboianh,45-54,female,inactive,,,,170000,Daily,3535,40,36,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,hocboianh,45-54,male,inactive,,,,170000,Daily,857,21,20,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,hocboianh,45-54,unknown,inactive,,,,170000,Daily,59,2,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,hocboianh,55-64,female,inactive,,,,170000,Daily,1338,16,15,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,hocboianh,55-64,male,inactive,,,,170000,Daily,253,5,4,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,hocboianh,65+,male,inactive,,,,170000,Daily,6,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,hocboivid,25-34,female,active,,,,201002,Daily,18284,291,269,Ongoing,"7-day click or 1-day view",,,,,,,,13
2026-02-01,2026-03-01,hocboivid,25-34,male,active,,,,201002,Daily,3062,75,63,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,hocboivid,25-34,unknown,active,,,,201002,Daily,361,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,hocboivid,35-44,female,active,,,,201002,Daily,22165,233,218,Ongoing,"7-day click or 1-day view",,,,,,,,5
2026-02-01,2026-03-01,hocboivid,35-44,male,active,,,,201002,Daily,5676,71,69,Ongoing,"7-day click or 1-day view",,,,,,,,3
2026-02-01,2026-03-01,hocboivid,35-44,unknown,active,,,,201002,Daily,237,4,4,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,hocboivid,45-54,female,active,,,,201002,Daily,1988,16,16,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,hocboivid,45-54,male,active,,,,201002,Daily,470,11,10,Ongoing,"7-day click or 1-day view",,,,,,,,3
2026-02-01,2026-03-01,hocboivid,55-64,female,active,,,,201002,Daily,124,5,5,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttanhboi,25-34,female,active,27,actions:post_engagement,23.92592593,48000,Daily,646,64,63,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,ttanhboi,25-34,male,active,63,actions:post_engagement,24.79365079,48000,Daily,1562,145,143,Ongoing,"7-day click or 1-day view",,,,,,,,3
2026-02-01,2026-03-01,ttanhboi,35-44,female,active,51,actions:post_engagement,22.56862745,48000,Daily,1151,95,95,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,ttanhboi,35-44,male,active,127,actions:post_engagement,25.24409449,48000,Daily,3206,326,320,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,ttanhboi,35-44,unknown,active,1,actions:post_engagement,27,48000,Daily,27,3,3,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttanhboi,45-54,female,active,143,actions:post_engagement,23.41958042,48000,Daily,3349,282,282,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,ttanhboi,45-54,male,active,183,actions:post_engagement,23.42622951,48000,Daily,4287,409,400,Ongoing,"7-day click or 1-day view",,,,,,,,4
2026-02-01,2026-03-01,ttanhboi,45-54,unknown,active,,,,48000,Daily,10,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttanhboi,55-64,female,active,114,actions:post_engagement,22.5,48000,Daily,2565,194,192,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,ttanhboi,55-64,male,active,89,actions:post_engagement,24.82022472,48000,Daily,2209,198,194,Ongoing,"7-day click or 1-day view",,,,,,,,3
2026-02-01,2026-03-01,ttanhboi,55-64,unknown,active,,,,48000,Daily,24,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttanhboi,65+,female,active,2,actions:post_engagement,38.5,48000,Daily,77,5,5,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttanhboi,65+,male,active,4,actions:post_engagement,30.25,48000,Daily,121,10,10,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttboianh,25-34,female,inactive,1,actions:post_engagement,415,47000,Daily,415,4,3,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,ttboianh,25-34,male,inactive,1,actions:post_engagement,674,47000,Daily,674,6,4,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,ttboianh,35-44,female,inactive,,,,47000,Daily,26,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttboianh,35-44,male,inactive,,,,47000,Daily,1566,3,3,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttboianh,45-54,male,inactive,1,actions:post_engagement,904,47000,Daily,904,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,ttboianh,55-64,male,inactive,,,,47000,Daily,4,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttboianh,65+,male,inactive,,,,47000,Daily,19,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
